rank_order,id,name,href,category,category_label,status,language,score,rank,standard_status,improvement_priority,instance_count,benchmark_profile,competitors,required_missing,strong_missing,top_gaps
2751,zana-kikokotoo-bili-ya-maji-sw,Kikokotoo Bili ya Maji,/sw/zana/kikokotoo-bili-ya-maji/,energy,Energy & Utilities,live,sw,95,A,competitor-grade,P3-monitor,1,Energy and utility estimator,utility tariff calculators; solar sizing tools,,browserOk,browser smoke not run; no verification panel
2752,compteur-mots-fr,Compteur de mots,/fr/tools/compteur-mots,education,Education,live,fr,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,saveExport; browserOk,browser smoke not run; weak related/internal links
2753,ly-paye,Libya PAYE Calculator,/libya/ly-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2754,mg-paye,Madagascar PAYE Calculator,/madagascar/mg-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2755,roman-numerals,Roman Numeral Converter,/tools/roman-numerals/,education,Education,live,en,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; no verification panel
2756,zana-orodha-nyaraka-usafirishaji-sw,Orodha ya Nyaraka za Export na Import Afrika,/sw/zana/orodha-nyaraka-usafirishaji/,trade,Trade & Import,live,sw,95,A,competitor-grade,P3-monitor,1,Trade and logistics calculator,DHL calculators; Freightos; customs authority portals,,officialSource; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2757,bac-a-sable-sql-fr,Bac a sable SQL,/fr/tools/bac-a-sable-sql,developer,Developer Tools,live,fr,95,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,browserOk,browser smoke not run; weak related/internal links
2758,cout-cipc-fr,Coût d’enregistrement CIPC (SA),/fr/tools/cout-cipc,legal,Mortgage & Property,live,fr,95,A,competitor-grade,P3-monitor,1,Legal and compliance workflow,LegalZoom; Rocket Lawyer; local regulator portals,,download; saveExport; browserOk,browser smoke not run; weak related/internal links
2759,ke-helb-fr,Calculateur HELB Kenya,/fr/tools/ke-helb,education,Education,live,fr,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,saveExport; browserOk,browser smoke not run; weak related/internal links
2760,tableau-periodique-fr,Tableau periodique des elements,/fr/tools/tableau-periodique,education,Education,live,fr,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,saveExport; browserOk,browser smoke not run; weak related/internal links
2761,ug-paye-fr,Calculateur PAYE Ouganda,/fr/uganda/ug-paye,financial,"Finance, Tax & Market Data",live,fr,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2762,comparateur-salaires-fr,Comparateur de salaires,/fr/tools/comparateur-salaires,financial,"Finance, Tax & Market Data",live,fr,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,officialSource; saveExport; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2763,zana-carousel-ya-mitandao-sw,carousel/chapisho la slides ya mitandao,/sw/zana/carousel-ya-mitandao/,image-design,Image & Design,live,sw,95,A,competitor-grade,P3-monitor,1,Image and design utility,Canva; Adobe Express; TinyPNG; remove.bg,fileUpload,canvasSurface; batchWorkflow; copyShare; saveExport; browserOk,browser smoke not run; weak meta description length; missing benchmark feature: fileUpload
2764,zana-mkaa-dhidi-ya-nishati-safi-sw-wave8,Mkaa dhidi ya Nishati Safi,/sw/zana/mkaa-dhidi-ya-nishati-safi/,energy,Energy & Utilities,live,sw,95,A,competitor-grade,P3-monitor,1,Energy and utility estimator,utility tariff calculators; solar sizing tools,,browserOk,browser smoke not run; no verification panel
2765,bj-paye,Benin PAYE Calculator,/benin/bj-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2766,propriete-intellectuelle-fr,Propriété intellectuelle Afrique,/fr/tools/propriete-intellectuelle,legal,Mortgage & Property,live,fr,95,A,competitor-grade,P3-monitor,1,Legal and compliance workflow,LegalZoom; Rocket Lawyer; local regulator portals,,workflowCopy; browserOk,browser smoke not run; no verification panel
2767,rw-tva-fr,Calculateur TVA Rwanda,/fr/rwanda/rw-vat,financial,"Finance, Tax & Market Data",live,fr,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2768,suivi-notes-fr,Suivi des notes,/fr/tools/suivi-notes,education,Education,live,fr,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; weak related/internal links
2769,tg-paye,Togo PAYE Calculator,/togo/tg-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2770,zana-gharama-za-uhamisho-wa-mali-sw,Gharama za Uhamisho wa Mali Afrika,/sw/zana/gharama-za-uhamisho-wa-mali/,financial,"Finance, Tax & Market Data",live,sw,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,officialSource; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2771,zana-kifuatiliaji-ajo-chama-sw,Kifuatiliaji cha Ajo na Chama,/sw/zana/kifuatiliaji-ajo-chama/,financial,"Finance, Tax & Market Data",live,sw,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,officialSource; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2772,zana-kijaribu-api-sw-wave9,Kijaribu API,/sw/zana/kijaribu-api/,developer,Developer Tools,live,sw,95,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,browserOk,browser smoke not run; high-intent money tool lacks business CTA
2773,zana-microfinance-riba-tambarare-dhidi-ya-salio-sw,Microfinance: Riba Tambarare dhidi ya Salio,/sw/zana/microfinance-riba-tambarare-dhidi-ya-salio/,financial,"Finance, Tax & Market Data",live,sw,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,officialSource; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2774,zana-mnunuzi-wa-kwanza-wa-nyumba-sw,Mnunuzi wa Kwanza wa Nyumba | Mpango wa Akiba,/sw/zana/mnunuzi-wa-kwanza-wa-nyumba/,financial,"Finance, Tax & Market Data",live,sw,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,officialSource; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2775,zana-uwezo-wa-mkopo-wa-nyumba-sw,Uwezo wa Mkopo wa Nyumba Afrika,/sw/zana/uwezo-wa-mkopo-wa-nyumba/,financial,"Finance, Tax & Market Data",live,sw,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,officialSource; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2776,fr-blog-tva-maroc,Guide TVA Maroc,/fr/blog/tva-maroc-taux-calcul/,financial,"Finance, Tax & Market Data",live,fr,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,officialSource; saveExport; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2777,bf-paye,Burkina Faso PAYE,/burkina-faso/bf-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2778,calculateur-conges-pto-fr,Calculateur conges PTO,/fr/tools/calculateur-conges-pto,financial,"Finance, Tax & Market Data",live,fr,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2779,calculateur-indemnite-depart-fr,Indemnite de depart,/fr/tools/calculateur-indemnite-depart,hr-payroll,HR & Payroll,live,fr,95,A,competitor-grade,P3-monitor,1,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2780,calculateur-marge-fr,Calculateur de marge commerciale,/fr/tools/calculateur-marge,ecommerce,VAT & Business Tax,live,fr,95,A,competitor-grade,P3-monitor,1,"VAT, invoice, ecommerce calculator",Taxngr; TaxCalc.ng; Zoho Invoice; Wave,,officialSource; businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2781,conge-maternite-paternite-fr,Conge parental,/fr/tools/conge-maternite-paternite,hr-payroll,HR & Payroll,live,fr,95,A,competitor-grade,P3-monitor,1,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2782,contractant-vs-salarie-fr,Contractant vs salarie,/fr/tools/contractant-vs-salarie,hr-payroll,HR & Payroll,live,fr,95,A,competitor-grade,P3-monitor,1,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2783,convertisseur-binaire-fr,Convertisseur binaire,/fr/tools/convertisseur-binaire,education,Education,live,fr,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,saveExport; browserOk,browser smoke not run; weak related/internal links
2784,formateur-sql-fr,Formateur SQL,/fr/tools/formateur-sql,developer,Developer Tools,live,fr,95,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,download; browserOk,browser smoke not run; weak related/internal links
2785,francais-africain-fr,Expressions françaises africaines,/fr/tools/francais-africain,language,Language & Translation,live,fr,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2786,ghana-kikokotoo-gharama-ya-mfanyakazi-sw,Gharama ya Mfanyakazi Ghana,/sw/ghana/kikokotoo-gharama-ya-mfanyakazi/,hr-payroll,HR & Payroll,live,sw,95,A,competitor-grade,P3-monitor,1,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,officialSource; browserOk,browser smoke not run; weak title length
2787,ml-paye,Mali PAYE Calculator,/mali/ml-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2788,mozambique-kikokotoo-gharama-ya-mfanyakazi-sw,Gharama ya Mfanyakazi Msumbiji,/sw/mozambique/kikokotoo-gharama-ya-mfanyakazi/,hr-payroll,HR & Payroll,live,sw,95,A,competitor-grade,P3-monitor,1,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,officialSource; browserOk,browser smoke not run; weak title length
2789,nigeria-kikokotoo-gharama-ya-mfanyakazi-sw,Gharama ya Mfanyakazi Nigeria,/sw/nigeria/kikokotoo-gharama-ya-mfanyakazi/,hr-payroll,HR & Payroll,live,sw,95,A,competitor-grade,P3-monitor,1,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,officialSource; browserOk,browser smoke not run; weak title length
2790,salaire-employe-maison-fr,Employe maison,/fr/tools/salaire-employe-maison,hr-payroll,HR & Payroll,live,fr,95,A,competitor-grade,P3-monitor,1,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2791,sc-paye,Seychelles PAYE Calculator,/seychelles/sc-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2792,sz-paye,Eswatini PAYE Calculator,/eswatini/sz-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2793,ug-tva-fr,Calculateur TVA Ouganda,/fr/uganda/ug-vat,financial,"Finance, Tax & Market Data",live,fr,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2794,zana-alama-za-html-sw,Alama za HTML - encode na decode entities,/sw/zana/alama-za-html/,developer,Developer Tools,live,sw,95,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,browserOk,browser smoke not run
2795,zana-kihariri-markdown-sw-wave8,Kihariri cha Markdown,/sw/zana/kihariri-markdown/,developer,Developer Tools,live,sw,95,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,browserOk,browser smoke not run; weak related/internal links
2796,zana-mtafsiri-wa-kifaransa-afrika-sw-wave8,Mtafsiri wa Kifaransa Afrika,/sw/zana/mtafsiri-wa-kifaransa-afrika/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2797,zana-mtafsiri-wa-kihausa-sw-wave8,Mtafsiri wa Kihausa,/sw/zana/mtafsiri-wa-kihausa/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2798,zana-mtafsiri-wa-kiigbo-sw-wave8,Mtafsiri wa Kiigbo,/sw/zana/mtafsiri-wa-kiigbo/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2799,zana-mtafsiri-wa-kiswahili-sw-wave8,Mtafsiri wa Kiswahili,/sw/zana/mtafsiri-wa-kiswahili/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2800,zana-mtafsiri-wa-kiyoruba-sw-wave8,Mtafsiri wa Kiyoruba,/sw/zana/mtafsiri-wa-kiyoruba/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2801,zana-mtafsiri-wa-kizulu-sw-wave8,Mtafsiri wa Kizulu,/sw/zana/mtafsiri-wa-kizulu/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2802,zana-mtafsiri-wa-pidgin-ya-nigeria-sw-wave8,Mtafsiri wa Nigerian Pidgin,/sw/zana/mtafsiri-wa-pidgin-ya-nigeria/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2803,zana-nambari-za-kiarabu-sw-finish,Nambari za Kiarabu,/sw/zana/nambari-za-kiarabu/,language,Language & Translation,live,sw,95,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak related/internal links
2804,deforestation,Deforestation Impact for Africa,/tools/deforestation/,climate,Climate & Environment,live,en,95,A,competitor-grade,P3-monitor,1,General online utility,Calculator.net; Omni Calculator; specialist SaaS utilities,,browserOk,browser smoke not run; no verification panel
2805,gn-paye,Guinea PAYE Calculator,/guinea/gn-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2806,ls-paye,Lesotho PAYE Calculator,/lesotho/ls-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2807,so-paye,Somalia PAYE Calculator,/somalia/so-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2808,ne-paye,Niger PAYE Calculator,/niger/ne-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2809,gq-paye,Equatorial Guinea PAYE,/eq-guinea/gq-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2810,ss-paye,South Sudan PAYE Calculator,/south-sudan/ss-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2811,bmi-calc-tools,BMI Calculator,/tools/bmi-calculator,health,Health & Wellness,live,en,95,A,competitor-grade,P3-monitor,1,Health and wellness estimator,WebMD calculators; NHS tools; Mayo Clinic references,,browserOk,browser smoke not run; no verification panel
2812,dj-paye,Djibouti PAYE Calculator,/djibouti/dj-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2813,business-continuity,Business Continuity Plan Generator — Africa,/tools/business-continuity/,small-business,Small Business & SME,live,en,95,A,competitor-grade,P3-monitor,1,General online utility,Calculator.net; Omni Calculator; specialist SaaS utilities,,browserOk,browser smoke not run; no verification panel
2814,cert-roi,Professional Certification ROI Calculator Africa 2026,/tools/cert-roi/,education,Education,live,en,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; no verification panel
2815,cf-paye,Central African Republic PAYE,/car/cf-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2816,classroom-size,Classroom Size Calculator Africa,/tools/classroom-size/,education,Education,live,en,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; no verification panel
2817,creator-course,CreatorCourse — Course & Digital Product Builder,/tools/creator-course/,creative,Creative Economy,live,en,95,A,competitor-grade,P3-monitor,1,Creator workflow utility,Canva; Buffer; Later; Notion templates,,browserOk,browser smoke not run; no verification panel
2818,domestic-worker,Domestic Worker Salary Guide — All 15 African Countries,/tools/domestic-worker/,hr-payroll,HR & Payroll,live,en,95,A,competitor-grade,P3-monitor,16,Payroll and HR utility,Gusto; Deel; BambooHR calculators; TaxTim,,browserOk,browser smoke not run; no verification panel
2819,halal-compliance,Halal Business Compliance Checker — Africa,/tools/halal-compliance/,religious-cultural,Religious & Cultural,live,en,95,A,competitor-grade,P3-monitor,1,General online utility,Calculator.net; Omni Calculator; specialist SaaS utilities,,browserOk,browser smoke not run; no verification panel
2820,hotel-star-guide,"Hotel Star Rating Price Guide Africa — Lagos, Nairobi, Accra",/tools/hotel-star-guide/,travel-tourism,Travel & Tourism,live,en,95,A,competitor-grade,P3-monitor,1,General online utility,Calculator.net; Omni Calculator; specialist SaaS utilities,,browserOk,browser smoke not run; no verification panel
2821,interview-prep,Interview Preparation Checklist for Africa — By Company Type & Role,/tools/interview-prep/,education,Education,live,en,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; no verification panel
2822,phishing-quiz,Phishing Detection Quiz — Africa,/tools/phishing-quiz/,security,Security & Safety,live,en,95,A,competitor-grade,P3-monitor,1,General online utility,Calculator.net; Omni Calculator; specialist SaaS utilities,,browserOk,browser smoke not run; no verification panel
2823,plagiarism-pct,Plagiarism Percentage Self-Check Tool,/tools/plagiarism-pct/,education,Education,live,en,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; no verification panel
2824,professional-indemnity,Professional Indemnity Insurance Calculator for Africa,/tools/professional-indemnity/,insurance,Insurance,live,en,95,A,competitor-grade,P3-monitor,1,Insurance estimator,insurer quote tools; comparison marketplaces,,businessCta; browserOk,browser smoke not run; no verification panel
2825,tutoring-rate,Tutoring Rate Calculator Africa 2026,/tools/tutoring-rate/,education,Education,live,en,95,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; no verification panel
2826,youtube-revenue,YouTube Revenue Estimator — African Audience,/tools/youtube-revenue/,small-business,Small Business & SME,live,en,95,A,competitor-grade,P3-monitor,1,General online utility,Calculator.net; Omni Calculator; specialist SaaS utilities,,browserOk,browser smoke not run; no verification panel
2827,er-paye,Eritrea PAYE Calculator,/eritrea/er-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2828,fertilizer-algeria,Algeria Fertilizer Calculator,/agriculture/fertilizer/algeria,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2829,fertilizer-angola,Angola Fertilizer Calculator,/agriculture/fertilizer/angola,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2830,fertilizer-benin,Benin Fertilizer Calculator,/agriculture/fertilizer/benin,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2831,fertilizer-botswana,Botswana Fertilizer Calculator,/agriculture/fertilizer/botswana,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2832,fertilizer-burkina-faso,Burkina Faso Fertilizer Calculator,/agriculture/fertilizer/burkina-faso,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2833,fertilizer-burundi,Burundi Fertilizer Calculator,/agriculture/fertilizer/burundi,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2834,fertilizer-cabo-verde,Cabo Verde Fertilizer Calculator,/agriculture/fertilizer/cabo-verde,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2835,fertilizer-cameroon,Cameroon Fertilizer Calculator,/agriculture/fertilizer/cameroon,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2836,fertilizer-chad,Chad Fertilizer Calculator,/agriculture/fertilizer/chad,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2837,fertilizer-comoros,Comoros Fertilizer Calculator,/agriculture/fertilizer/comoros,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2838,fertilizer-cote-d-ivoire,Côte d'Ivoire Fertilizer Calculator,/agriculture/fertilizer/cote-d-ivoire,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2839,fertilizer-djibouti,Djibouti Fertilizer Calculator,/agriculture/fertilizer/djibouti,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2840,fertilizer-dr-congo,DR Congo Fertilizer Calculator,/agriculture/fertilizer/dr-congo,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2841,fertilizer-egypt,Egypt Fertilizer Calculator,/agriculture/fertilizer/egypt,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2842,fertilizer-eritrea,Eritrea Fertilizer Calculator,/agriculture/fertilizer/eritrea,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2843,fertilizer-eswatini,Eswatini Fertilizer Calculator,/agriculture/fertilizer/eswatini,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2844,fertilizer-ethiopia,Ethiopia Fertilizer Calculator,/agriculture/fertilizer/ethiopia,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2845,fertilizer-gabon,Gabon Fertilizer Calculator,/agriculture/fertilizer/gabon,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
